,身高,体重,性别,年龄,学历,受教育时间(年),每周工作时长,职业
13334,156.0,54.42,女,34,本科,10,40,教育
13335,155.59,70.35,男,38,高中,7,40,教育
13336,164.73,56.25,男,47,本科,10,86,教育
13337,157.94,68.48,女,30,高中,9,40,教育
13338,157.75,52.42,男,36,博士,12,40,教育
13339,162.1,81.53,女,23,硕士,13,40,教育
13340,157.71,56.45,男,47,本科,10,80,教育
13341,166.06,83.84,女,61,高中,9,40,教育
13342,161.85,82.76,男,47,硕士,13,40,销售
13343,169.06,52.12,男,56,硕士,13,40,教育
13344,159.37,54.81,女,20,高中,8,55,销售
13345,153.46,61.53,女,33,高中,9,46,服务
13346,149.83,64.33,男,36,高中,9,50,服务
13347,158.77,79.82,女,38,高中,9,35,服务
13348,168.8,83.35,男,34,本科,10,40,服务
13349,158.81,63.85,男,56,高中,9,50,服务
13350,136.47,56.76,女,32,博士,11,23,教育
13351,160.3,68.38,男,26,博士,12,40,服务
13352,163.33,74.81,男,49,硕士,13,40,教育
13353,157.96,50.26,男,71,高中,9,40,教育
13354,162.22,56.34,女,19,本科,10,15,教育
13355,151.87,51.96,女,20,本科,10,40,服务
13356,165.87,55.1,女,42,高中,9,35,教育
13357,163.23,77.86,女,51,本科,10,20,教育
13358,148.79,67.31,女,38,本科,10,40,教育
13359,162.07,49.85,男,38,高中,6,40,服务
13360,164.17,64.55,男,35,硕士,13,25,教育
13361,166.1,50.97,女,24,硕士,13,40,教育
13362,167.25,74.05,男,40,高中,9,40,教育
13363,170.39,82.4,男,21,高中,9,35,服务
13364,161.33,71.39,男,49,高中,9,40,服务
13365,164.63,49.58,女,18,本科,10,24,服务
13366,151.27,67.04,男,54,高中,9,55,教育
13367,158.23,67.68,女,52,硕士,13,42,教育
13368,152.74,51.61,女,27,硕士,13,60,教育
13369,150.6,59.64,男,20,高中,9,40,服务
13370,155.13,53.56,女,38,硕士,14,2,服务
13371,170.48,82.12,男,31,本科,10,40,服务
13372,151.46,43.43,女,25,高中,9,40,教育
13373,164.2,60.75,男,19,本科,10,20,服务
13374,157.94,69.22,男,33,本科,10,50,服务
13375,159.55,72.92,男,23,硕士,13,40,服务
13376,151.21,69.17,女,34,硕士,14,40,教育
13377,155.74,66.35,男,42,硕士,13,50,教育
13378,162.79,81.58,女,37,硕士,14,40,教育
13379,155.06,62.39,女,25,硕士,13,40,教育
13380,163.37,75.89,男,40,博士,11,40,教育
13381,163.38,57.98,女,33,硕士,13,40,销售
13382,152.95,46.98,女,31,本科,10,40,教育
13383,157.56,76.65,男,32,硕士,13,45,销售
13384,166.04,58.02,男,63,硕士,13,8,销售
13385,156.67,61.93,男,54,硕士,13,70,销售
13386,163.29,75.08,男,32,高中,9,44,销售
13387,156.86,59.64,男,29,高中,9,40,服务
13388,155.25,59.02,男,26,本科,10,40,教育
13389,160.04,78.92,男,39,本科,10,60,教育
13390,161.26,76.79,男,57,硕士,13,50,教育
13391,165.12,56.06,男,54,本科,10,40,教育
13392,160.81,71.64,男,57,高中,6,40,服务
13393,153.79,65.88,男,23,硕士,13,40,教育
13394,160.13,75.98,男,27,本科,10,45,教育
13395,153.17,64.67,男,42,硕士,13,55,教育
13396,168.27,76.91,男,31,高中,6,40,教育
13397,152.89,67.37,女,49,硕士,14,60,教育
13398,155.62,53.46,男,50,高中,9,40,教育
13399,164.4,51.78,女,46,高中,9,30,教育
13400,162.15,63.08,男,37,高中,9,60,销售
13401,155.79,57.87,男,26,高中,9,40,销售
13402,169.04,67.92,女,27,硕士,13,35,教育
13403,171.24,84.44,男,24,本科,10,25,教育
13404,162.12,60.74,男,24,高中,9,40,教育
13405,152.06,70.06,女,29,高中,9,34,销售
13406,156.14,59.75,男,47,硕士,13,50,教育
13407,142.83,50.32,男,33,本科,10,50,销售
13408,160.94,81.07,女,26,博士,12,45,教育
13409,172.24,86.29,男,20,本科,10,40,教育
13410,155.79,62.77,女,25,博士,11,40,教育
13411,157.42,59.79,男,57,硕士,13,37,教育
13412,163.86,81.14,男,36,高中,9,50,服务
13413,172.62,95.27,男,25,硕士,14,40,教育
13414,166.99,63.03,男,46,硕士,13,40,服务
13415,162.89,80.33,男,39,高中,9,24,教育
13416,152.53,41.95,男,29,本科,10,40,教育
13417,159.9,75.67,女,18,高中,7,20,教育
13418,156.17,72.83,男,46,博士,11,40,服务
13419,153.16,59.53,男,61,硕士,13,50,销售
13420,171.43,78.72,女,41,高中,9,40,销售
13421,151.01,65.82,女,50,本科,10,40,服务
13422,151.88,47.25,男,53,硕士,13,50,教育
13423,165.84,83.84,男,36,硕士,13,60,教育
13424,163.2,79.37,女,38,本科,10,40,教育
13425,163.07,59.66,男,75,高中,9,35,销售
13426,156.65,50.06,女,26,博士,11,40,教育
13427,159.11,80.57,男,44,硕士,13,40,教育
13428,152.61,55.47,女,25,高中,9,40,教育
13429,157.83,61.87,女,31,本科,10,40,销售
13430,146.19,66.59,男,49,高中,8,35,服务
13431,161.55,71.86,男,34,高中,9,48,服务
13432,165.67,84.28,男,31,高中,9,40,教育
13433,162.0,47.86,男,47,本科,10,40,教育
13434,154.07,51.78,男,38,硕士,13,50,教育
13435,163.77,52.3,女,18,高中,9,20,教育
13436,158.41,63.1,女,47,高中,5,30,教育
13437,149.83,44.68,男,42,高中,9,40,教育
13438,168.25,56.43,男,29,硕士,13,40,销售
13439,154.13,61.61,男,38,本科,10,75,销售
13440,147.5,50.97,女,22,本科,10,20,销售
13441,166.92,77.83,男,32,高中,9,40,销售
13442,158.23,60.76,男,20,本科,10,48,教育
13443,161.79,71.22,男,41,硕士,15,50,销售
13444,153.19,58.57,男,46,高中,9,46,服务
13445,165.79,76.98,女,44,高中,9,38,教育
13446,159.6,73.67,女,35,硕士,13,40,教育
13447,153.86,74.06,男,18,本科,10,25,教育
13448,168.74,64.85,男,60,高中,9,40,教育
13449,168.17,52.41,男,36,高中,5,25,教育
13450,145.28,52.55,男,30,本科,10,40,教育
13451,159.18,54.9,男,40,博士,16,50,教育
13452,156.66,77.74,女,21,本科,10,20,教育
13453,156.74,65.03,女,25,硕士,13,40,教育
13454,161.95,77.08,男,56,硕士,14,40,教育
13455,159.75,58.73,男,42,本科,10,55,教育
13456,156.24,49.38,男,26,初中及以下,4,40,服务
13457,155.37,54.34,女,66,高中,9,40,教育
13458,153.84,74.98,男,48,初中及以下,4,32,教育
13459,170.06,89.07,男,35,本科,10,50,销售
13460,169.57,60.99,男,41,硕士,14,45,教育
13461,152.96,60.48,女,19,本科,10,20,销售
13462,160.9,68.52,男,55,高中,9,40,销售
13463,169.39,62.05,男,42,硕士,13,60,销售
13464,150.43,46.4,男,45,本科,10,50,服务
13465,153.09,60.15,男,29,硕士,13,40,服务
13466,152.01,66.65,男,42,博士,16,40,教育
13467,146.8,43.19,女,65,高中,9,20,销售
13468,155.28,45.03,男,30,博士,12,40,销售
13469,161.82,77.69,男,43,本科,10,40,销售
13470,151.93,53.27,男,61,初中及以下,4,40,服务
13471,160.82,63.57,女,22,本科,10,50,服务
13472,157.54,49.92,女,23,高中,7,40,服务
13473,157.16,67.6,男,34,高中,9,40,服务
13474,144.81,43.3,女,51,高中,9,35,教育
13475,169.04,65.57,女,21,本科,10,15,教育
13476,168.59,68.14,男,31,博士,12,40,教育
13477,164.64,59.68,女,34,博士,12,35,教育
13478,166.87,88.32,女,33,本科,10,40,教育
13479,158.77,45.89,男,32,硕士,14,55,教育
13480,163.55,72.59,男,44,高中,7,40,销售
13481,149.0,62.73,男,21,本科,10,20,销售
13482,151.57,57.12,女,75,高中,9,20,教育
13483,151.57,64.74,男,55,硕士,14,60,教育
13484,145.26,44.65,女,43,高中,9,16,教育
13485,169.37,85.05,男,31,高中,9,45,教育
13486,158.02,58.2,男,41,本科,10,45,教育
13487,163.66,54.48,男,26,硕士,14,50,教育
13488,167.92,90.18,女,23,博士,11,40,教育
13489,161.27,47.29,女,42,高中,9,40,教育
13490,156.61,59.8,女,29,高中,9,40,教育
13491,159.09,59.01,男,21,高中,9,50,教育
13492,169.85,82.3,男,28,硕士,13,40,教育
13493,155.29,49.48,男,64,高中,9,40,教育
13494,159.25,52.7,女,35,本科,10,40,教育
13495,156.7,49.89,男,65,硕士,13,20,服务
13496,159.82,64.63,男,34,硕士,13,50,教育
13497,156.71,71.12,男,58,硕士,13,50,销售
13498,155.73,57.46,男,63,硕士,15,30,销售
13499,169.55,56.9,男,50,硕士,13,60,销售
13500,155.94,46.8,女,59,高中,9,40,销售
13501,160.69,63.46,男,46,硕士,13,40,教育
13502,167.25,81.25,男,30,博士,11,40,教育
13503,152.45,52.57,男,28,硕士,13,40,服务
13504,154.45,73.12,男,51,初中及以下,3,8,服务
13505,158.23,61.36,男,47,硕士,14,60,销售
13506,152.06,62.95,男,30,硕士,13,40,销售
13507,176.56,71.48,男,34,高中,9,40,销售
13508,162.0,72.79,女,51,本科,10,40,教育
13509,153.33,62.55,男,41,高中,9,40,教育
13510,166.52,79.92,男,57,本科,10,40,教育
13511,153.18,47.71,男,28,博士,11,60,教育
13512,153.0,50.36,女,62,高中,9,18,教育
13513,155.01,73.62,男,22,本科,10,20,服务
13514,151.76,71.66,男,38,硕士,13,40,教育
13515,161.37,81.98,男,34,高中,7,30,教育
13516,152.2,64.17,男,45,高中,9,40,服务
13517,148.81,44.41,男,37,博士,12,55,服务
13518,156.34,62.22,男,21,高中,9,40,服务
13519,156.3,73.85,男,49,高中,9,40,服务
13520,157.51,68.11,男,24,高中,9,40,服务
13521,157.13,78.82,男,47,硕士,13,40,教育
13522,156.77,77.99,女,20,本科,10,24,服务
13523,154.91,44.51,女,27,硕士,15,50,教育
13524,144.06,58.96,女,40,高中,9,40,教育
13525,155.43,71.81,女,19,本科,10,30,教育
13526,157.88,77.5,女,31,硕士,13,40,教育
13527,162.66,49.98,男,43,高中,9,52,服务
13528,156.87,45.79,男,48,硕士,13,50,教育
13529,154.04,51.22,男,64,高中,9,45,教育
13530,160.39,47.67,男,39,高中,9,40,教育
13531,166.84,80.62,男,50,高中,9,40,教育
13532,166.01,76.26,女,52,博士,11,40,教育
13533,145.29,61.86,女,44,硕士,14,45,教育
13534,152.71,57.3,男,50,高中,9,55,教育
13535,146.51,45.39,男,54,高中,9,65,服务
13536,158.68,54.11,男,17,高中,6,35,服务
13537,156.54,52.15,男,33,高中,9,40,教育
13538,156.13,44.85,女,28,高中,6,40,服务
13539,168.69,82.33,男,39,硕士,13,60,销售
13540,157.28,54.37,男,33,博士,11,40,销售
13541,155.6,55.1,男,59,初中及以下,4,32,销售
13542,155.16,69.89,女,74,初中及以下,2,15,销售
13543,158.77,49.91,男,54,本科,10,40,销售
13544,155.03,50.17,男,31,博士,12,55,服务
13545,155.56,50.66,女,31,本科,10,40,销售
13546,163.38,58.24,女,20,本科,10,20,销售
13547,154.78,44.66,男,54,硕士,14,40,教育
13548,147.99,53.02,男,42,博士,11,40,教育
13549,157.53,77.36,男,57,硕士,15,36,教育
13550,166.82,67.61,女,49,高中,9,40,教育
13551,158.44,68.41,男,40,博士,16,40,教育
13552,154.5,73.02,男,19,高中,9,30,教育
13553,153.83,69.32,男,38,高中,9,40,教育
13554,163.15,74.02,男,39,高中,9,42,服务
13555,162.38,68.48,男,43,博士,12,50,销售
13556,149.93,71.12,男,32,本科,10,40,销售
13557,160.51,73.13,女,57,硕士,13,40,销售
13558,159.06,58.72,男,38,硕士,15,99,教育
13559,155.65,72.55,女,25,硕士,13,38,教育
13560,167.74,53.14,女,40,硕士,13,45,教育
13561,168.4,58.15,男,34,硕士,13,48,教育
13562,165.04,64.23,男,35,高中,9,50,教育
13563,153.53,49.74,女,53,本科,10,34,教育
13564,155.1,68.39,男,21,本科,10,40,服务
13565,162.21,80.72,男,43,硕士,13,40,服务
13566,143.28,41.48,男,43,高中,9,60,服务
13567,151.38,47.48,女,22,博士,11,35,教育
13568,152.73,62.6,男,64,高中,9,35,销售
13569,154.83,52.64,男,19,高中,8,28,销售
13570,162.44,67.63,女,40,硕士,14,40,教育
13571,154.34,46.86,男,34,高中,9,70,服务
13572,152.68,54.14,女,46,高中,9,40,教育
13573,161.2,64.64,男,35,高中,9,40,服务
13574,152.24,51.39,男,32,本科,10,60,服务
13575,148.64,42.24,男,26,本科,10,40,服务
13576,164.45,62.8,男,25,高中,9,40,服务
13577,160.91,71.63,男,55,硕士,13,55,服务
13578,146.32,52.07,女,22,本科,10,40,销售
13579,162.13,47.39,男,29,本科,10,20,教育
13580,152.5,43.74,男,38,高中,9,99,教育
13581,162.15,80.17,女,55,本科,10,35,教育
13582,160.39,75.47,男,26,高中,9,40,教育
13583,155.64,51.3,男,34,硕士,13,60,教育
13584,150.01,47.18,女,25,高中,9,40,教育
13585,149.04,55.55,女,39,高中,9,40,教育
13586,149.76,67.22,男,18,高中,7,25,教育
13587,150.72,44.05,男,58,高中,5,40,教育
13588,161.83,53.74,女,34,博士,11,40,教育
13589,160.96,50.83,男,29,本科,10,45,教育
13590,159.78,55.27,男,49,博士,16,50,教育
13591,159.53,76.66,女,38,硕士,13,35,教育
13592,161.05,81.96,男,21,本科,10,35,教育
13593,158.53,56.38,男,28,硕士,13,40,教育
13594,152.16,41.84,女,42,本科,10,40,教育
13595,150.13,53.85,男,29,博士,12,60,教育
13596,154.02,73.31,女,48,高中,9,45,教育
13597,155.63,66.16,男,40,硕士,13,40,教育
13598,155.41,51.49,男,36,本科,10,40,教育
13599,156.2,45.71,男,34,硕士,13,60,销售
13600,170.15,61.36,男,57,初中及以下,2,35,销售
13601,152.6,64.11,男,24,高中,5,40,销售
13602,149.92,49.22,女,32,高中,5,23,销售
13603,144.73,48.42,男,18,高中,9,48,销售
13604,158.7,51.6,男,39,高中,9,56,服务
13605,150.75,65.09,男,39,高中,7,40,服务
13606,153.38,70.53,女,18,高中,7,12,服务
13607,147.12,48.7,男,20,本科,10,40,服务
13608,164.7,60.63,女,27,高中,5,40,服务
13609,155.98,64.91,男,54,高中,6,40,服务
13610,154.01,57.66,男,40,高中,9,75,服务
13611,161.56,82.85,男,27,本科,10,30,教育
13612,155.78,53.93,女,27,高中,9,40,服务
13613,162.18,57.87,男,43,硕士,13,50,服务
13614,157.89,77.59,女,22,硕士,13,40,教育
13615,142.06,47.97,女,17,高中,7,12,销售
13616,155.57,69.11,男,37,博士,12,50,销售
13617,169.16,71.58,男,49,高中,6,99,教育
13618,157.77,68.39,男,33,博士,11,40,教育
13619,146.55,68.53,男,21,本科,10,10,教育
13620,151.65,73.22,男,45,高中,9,40,教育
13621,154.28,60.14,男,33,高中,9,40,服务
13622,151.93,61.69,男,25,硕士,13,60,服务
13623,166.7,72.33,男,71,高中,9,36,销售
13624,163.05,70.89,女,23,硕士,13,45,教育
13625,150.74,64.88,男,41,硕士,15,80,教育
13626,162.26,58.5,女,21,高中,6,30,教育
13627,155.46,67.07,女,47,高中,9,20,销售
13628,158.59,55.35,男,30,硕士,13,65,销售
13629,154.06,50.96,女,40,本科,10,40,教育
13630,153.6,62.99,女,44,本科,10,48,销售
13631,152.96,68.51,男,50,硕士,14,40,教育
13632,157.13,63.25,男,31,高中,9,40,教育
13633,161.49,47.76,男,68,高中,9,24,教育
13634,151.39,64.2,男,45,高中,8,50,教育
13635,162.22,78.82,男,38,硕士,13,40,教育
13636,150.67,56.59,男,78,高中,7,10,教育
13637,160.27,67.65,男,31,博士,11,55,教育
13638,173.07,66.96,男,39,高中,9,40,教育
13639,151.59,41.69,男,36,初中及以下,4,45,服务
13640,160.13,46.41,女,46,硕士,14,50,教育
13641,152.52,67.08,男,30,本科,10,50,教育
13642,153.72,72.52,男,34,本科,10,35,销售
13643,145.09,53.17,男,30,高中,9,35,教育
13644,155.58,61.25,男,47,硕士,13,40,销售
13645,152.1,47.29,女,40,本科,10,17,教育
13646,173.5,57.17,男,62,高中,9,40,教育
13647,166.67,78.61,男,44,高中,9,70,销售
13648,146.06,44.28,女,40,高中,9,40,销售
13649,160.57,59.13,男,20,本科,10,40,服务
13650,151.53,71.76,男,45,硕士,13,40,教育
13651,156.69,67.41,男,55,硕士,13,42,教育
13652,161.17,52.72,女,51,高中,9,40,服务
13653,157.11,50.14,男,38,本科,10,40,服务
13654,164.32,85.16,男,49,硕士,14,40,教育
13655,168.31,77.92,男,49,硕士,13,40,教育
13656,155.22,51.19,女,30,高中,9,26,教育
13657,151.01,70.15,男,20,本科,10,40,教育
13658,169.78,53.63,男,34,高中,5,40,教育
13659,155.05,72.27,女,42,高中,9,40,服务
13660,149.93,59.52,男,46,硕士,14,65,销售
13661,148.42,44.21,女,43,硕士,13,40,教育
13662,158.81,61.57,女,62,高中,9,38,教育
13663,147.07,56.95,女,21,本科,10,70,服务
13664,155.11,65.4,男,58,初中及以下,2,40,服务
13665,158.57,58.72,女,30,硕士,13,40,教育
13666,159.72,81.34,男,37,高中,9,70,教育
13667,169.41,84.38,女,22,硕士,13,40,服务
13668,158.49,47.17,女,64,高中,5,38,教育
13669,168.3,79.58,男,42,高中,9,50,服务
13670,157.17,71.78,男,43,高中,9,40,服务
13671,161.56,69.31,女,34,本科,10,40,教育
13672,163.85,50.2,女,25,高中,9,6,教育
13673,161.03,66.67,男,21,本科,10,40,教育
13674,167.28,56.4,男,45,高中,9,40,教育
13675,159.28,61.61,男,55,博士,12,55,教育
13676,148.27,70.35,男,24,高中,9,50,教育
13677,140.86,45.28,男,70,本科,10,35,教育
13678,151.81,42.76,男,27,硕士,13,35,教育
13679,157.56,47.94,男,34,本科,10,40,教育
13680,168.33,58.62,男,57,硕士,13,40,服务
13681,167.41,82.13,男,37,高中,9,40,教育
13682,152.28,41.81,男,52,初中及以下,2,50,教育
13683,156.55,62.87,男,32,高中,9,48,教育
13684,164.9,80.95,男,42,博士,11,40,教育
13685,164.96,85.78,女,24,硕士,13,40,服务
13686,163.3,66.08,男,50,高中,9,40,服务
13687,156.13,52.42,男,36,博士,12,50,服务
13688,153.59,52.02,男,42,高中,9,40,服务
13689,152.61,59.14,女,40,高中,9,38,教育
13690,162.86,70.39,男,39,硕士,13,45,教育
13691,157.5,66.97,男,51,硕士,13,60,教育
13692,162.52,58.93,男,38,硕士,13,52,教育
13693,154.41,52.08,男,18,高中,9,40,教育
13694,150.9,60.38,女,63,初中及以下,3,3,销售
13695,159.74,68.15,男,50,硕士,14,40,销售
13696,159.05,78.53,男,82,高中,9,40,销售
13697,154.98,74.69,男,33,高中,9,45,服务
13698,161.47,74.81,男,37,本科,10,40,服务
13699,158.4,70.34,男,24,高中,9,40,服务
13700,152.19,44.06,女,31,硕士,13,50,教育
13701,162.09,67.95,女,59,高中,9,40,服务
13702,162.56,73.94,男,18,高中,8,55,服务
13703,150.46,63.03,男,47,本科,10,40,销售
13704,153.66,45.86,男,48,高中,7,50,销售
13705,167.21,52.13,女,27,硕士,13,33,教育
13706,155.85,60.89,男,34,高中,7,40,教育
13707,167.46,68.79,男,50,博士,11,84,教育
13708,159.14,46.22,男,57,本科,10,75,教育
13709,158.41,56.33,男,60,高中,9,40,教育
13710,161.05,82.49,男,39,高中,9,40,教育
13711,161.67,71.57,女,56,本科,10,50,教育
13712,172.74,71.71,女,18,高中,9,25,销售
13713,144.78,49.46,女,26,博士,12,75,教育
13714,158.05,60.79,女,37,本科,10,40,销售
13715,150.81,55.76,女,20,高中,9,30,销售
13716,165.87,70.64,男,29,硕士,14,45,教育
13717,153.02,55.09,男,30,高中,9,52,服务
13718,149.3,69.53,男,21,本科,10,15,服务
13719,166.01,73.83,女,24,本科,10,40,服务
13720,165.29,71.54,男,51,高中,9,40,服务
13721,161.45,54.59,女,31,高中,9,40,教育
13722,155.85,48.18,男,45,硕士,13,40,教育
13723,158.52,52.47,男,36,本科,10,40,教育
13724,168.0,74.28,女,29,硕士,13,72,教育
13725,157.27,70.7,女,20,高中,9,35,销售
13726,146.29,50.74,女,46,本科,10,60,教育
13727,149.81,46.98,男,44,高中,9,45,服务
13728,155.67,61.44,女,39,高中,9,38,教育
13729,159.46,72.89,男,39,硕士,13,55,教育
13730,165.7,66.95,男,45,高中,9,44,服务
13731,164.24,71.21,男,28,本科,10,55,教育
13732,166.2,65.36,女,44,本科,10,35,教育
13733,163.21,74.8,男,48,高中,9,38,教育
13734,164.14,71.4,女,27,高中,9,70,教育
13735,158.76,68.59,男,34,高中,9,40,教育
13736,165.87,58.05,男,35,高中,9,40,教育
13737,159.78,70.22,男,28,高中,9,40,教育
13738,160.53,81.72,女,25,硕士,15,30,教育
13739,154.73,55.95,女,21,本科,10,20,销售
13740,144.48,48.05,男,18,高中,7,15,销售
13741,149.17,47.04,女,63,初中及以下,4,10,销售
13742,158.32,67.31,女,18,高中,7,8,销售
13743,164.43,52.69,男,32,高中,9,40,销售
13744,154.66,51.63,女,25,高中,7,40,销售
13745,165.16,67.19,男,19,高中,7,20,服务
13746,161.02,78.25,男,23,本科,10,60,服务
13747,161.27,67.99,男,38,硕士,14,40,教育
13748,161.31,73.26,男,36,硕士,14,60,教育
13749,145.02,42.72,女,43,高中,9,35,教育
13750,156.52,77.33,男,45,硕士,13,40,教育
13751,144.21,47.57,男,30,高中,9,40,教育
13752,145.12,45.36,男,46,高中,9,40,教育
13753,156.52,62.57,女,24,本科,10,25,教育
13754,143.65,57.12,女,42,本科,10,40,教育
13755,154.64,59.76,女,23,本科,10,40,销售
13756,155.85,46.33,男,27,高中,9,50,教育
13757,147.66,65.21,男,48,本科,10,40,服务
13758,153.1,48.5,男,31,高中,9,44,服务
13759,146.81,44.38,女,31,初中及以下,2,25,服务
13760,160.3,54.8,女,18,高中,8,25,销售
13761,155.9,60.87,女,36,高中,9,40,销售
13762,166.96,84.56,男,58,硕士,13,50,教育
13763,157.5,48.95,男,51,高中,9,40,教育
13764,147.92,63.88,女,22,高中,9,40,教育
13765,152.65,69.08,男,72,高中,6,15,销售
13766,162.77,60.16,男,61,高中,6,55,销售
13767,160.45,64.73,男,42,本科,10,40,服务
13768,167.22,52.77,女,37,高中,9,40,教育
13769,169.83,73.13,男,30,高中,9,50,教育
13770,148.3,43.49,女,40,博士,12,40,教育
